cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 2544,20/06/2021,Crema de Lecha,Delizia,31.7,6,26/04/2021,104,32.3,Online,637,33.07,Sin Descuento,15/06/2022,09/07/2022
Cliente 2545,21/03/2019,Crema de Lecha,Pairumani,97.7,5,18/03/2019,90,94.3,Agencia,119,56.91,Sin Descuento,26/07/2020,05/11/2020
Cliente 2546,05/08/2022,Gelatina,Delizia,29.7,104,10/07/2022,130,30.3,Supermercado,63,65.34,Descuento Porcentual,20/11/2021,06/12/2021
Cliente 2547,19/01/2022,Crema de Lecha,Nestle,22.8,7,29/11/2021,166,27.7,Agencia,507,24.54,2x1,31/07/2019,06/02/2022
Cliente 2548,07/12/2019,Leche,Delizia,86.1,29,12/11/2019,258,83.6,Agencia,602,66.18,Sin Descuento,27/12/2021,18/11/2022
Cliente 2549,08/06/2019,Leche,Nestle,93.7,26,04/06/2019,71,89,Supermercado,845,91,Descuento Porcentual,02/07/2018,29/11/2022
Cliente 2550,02/03/2020,Yogurt Griego,Delizia,19.3,18,14/01/2020,168,15.7,Agencia,105,85.6,Descuento Porcentual,31/10/2021,16/11/2021
Cliente 2551,23/12/2021,Crema de Lecha,Nestle,90.4,5,11/11/2021,924,93,Online,40,56.14,Descuento Porcentual,24/12/2018,11/11/2020
Cliente 2552,07/03/2022,Gelatina,Nestle,17.2,62,28/02/2022,422,18.6,Online,213,46.97,Sin Descuento,21/07/2022,28/07/2022
Cliente 2553,26/12/2020,Yogurt,Delizia,48.4,30,08/11/2020,76,46,Supermercado,177,67.52,Sin Descuento,18/11/2022,26/11/2022
Cliente 2554,21/12/2020,Gelatina,Delizia,92.4,146,03/12/2020,309,88.9,Agencia,645,74.35,Descuento Porcentual,05/07/2021,11/07/2021
Cliente 2555,20/07/2020,Yogurt Griego,Pairumani,63.7,18,16/06/2020,146,63.4,Agencia,180,50.06,2x1,03/03/2022,22/03/2022
Cliente 2556,03/06/2020,Queso,Delizia,45,59,08/05/2020,598,42.7,Agencia,157,88.19,Sin Descuento,07/07/2019,15/01/2020
Cliente 2557,09/10/2022,Gelatina,Nestle,25.4,95,13/08/2022,363,24.7,Agencia,30,48.38,2x1,08/02/2022,01/03/2022
Cliente 2558,06/07/2020,Yogurt,Delizia,51.7,23,27/05/2020,330,49.9,Online,137,58.64,Descuento Porcentual,10/09/2019,08/10/2019
Cliente 2559,24/09/2019,Jugo,Pairumani,69.6,9,27/07/2019,40,66,Supermercado,231,40.93,Descuento Porcentual,10/12/2021,09/11/2022
Cliente 2560,05/03/2020,Jugo,Pairumani,27.9,12,28/02/2020,222,30.5,Online,53,53.95,Sin Descuento,02/05/2022,04/05/2022
Cliente 2561,19/09/2021,Yogurt Griego,Delizia,29.1,12,15/09/2021,118,25.3,Agencia,501,23.64,Descuento Porcentual,22/02/2019,16/12/2019
Cliente 2562,13/05/2021,Crema de Lecha,Delizia,92.4,7,19/04/2021,212,88,Agencia,12,57.79,Sin Descuento,17/08/2022,18/08/2022
Cliente 2563,16/05/2021,Yogurt,Delizia,89.2,26,22/03/2021,168,89.9,Online,39,15.48,Descuento Porcentual,24/01/2021,13/08/2021
Cliente 2564,21/12/2022,Helado,Pairumani,24.9,29,09/12/2022,667,23,Agencia,231,54.89,Sin Descuento,20/06/2018,16/07/2022
Cliente 2565,13/04/2019,Yogurt,Pairumani,25.4,30,22/02/2019,101,27,Supermercado,241,79.76,Descuento Porcentual,29/08/2020,02/09/2022
Cliente 2566,16/12/2021,Yogurt Griego,Pairumani,76.7,15,04/12/2021,239,75.6,Online,645,35.48,2x1,20/08/2019,08/10/2020
Cliente 2567,26/09/2021,Leche,Delizia,42,2,21/08/2021,672,39,Agencia,77,92.39,2x1,24/04/2018,13/05/2018
Cliente 2568,11/10/2019,Yogurt,Pairumani,90.7,25,18/08/2019,52,92.3,Supermercado,34,18.5,Descuento Porcentual,29/04/2022,27/05/2022
Cliente 2569,21/05/2019,Yogurt Griego,Nestle,74.8,15,26/03/2019,366,74.2,Online,375,61.86,2x1,09/09/2020,09/10/2020
Cliente 2570,26/06/2020,Crema de Lecha,Pairumani,50.1,5,27/04/2020,376,51.1,Online,528,22.97,2x1,19/12/2022,22/12/2022
Cliente 2571,23/01/2022,Helado,Delizia,58.6,26,03/12/2021,254,63.3,Supermercado,126,12.84,2x1,16/07/2022,11/08/2022
Cliente 2572,19/03/2019,Leche,Delizia,11.8,1,31/01/2019,4,12.8,Agencia,17,94.36,Sin Descuento,16/01/2021,15/05/2021
Cliente 2573,17/08/2022,Leche,Delizia,95.8,21,15/07/2022,691,93.6,Supermercado,100,70.67,Descuento Porcentual,22/05/2020,17/06/2020
Cliente 2574,20/11/2019,Yogurt,Delizia,26.2,23,09/10/2019,98,24.2,Agencia,339,15.39,Sin Descuento,22/02/2018,13/02/2021
Cliente 2575,01/02/2022,Mantequilla,Delizia,60.1,12,23/01/2022,539,61.2,Supermercado,217,46.74,Sin Descuento,19/02/2019,18/03/2019
Cliente 2576,28/06/2019,Mantequilla,Pairumani,60.2,12,02/06/2019,653,59.9,Supermercado,210,32,Sin Descuento,23/12/2022,27/12/2022
Cliente 2577,10/10/2019,Yogurt Griego,Nestle,46.2,18,20/08/2019,74,45.9,Online,226,72.37,2x1,24/07/2019,22/05/2021
Cliente 2578,06/06/2019,Crema de Lecha,Delizia,47.9,6,31/05/2019,820,45.2,Supermercado,111,32.48,Descuento Porcentual,18/09/2020,22/09/2020
Cliente 2579,26/02/2019,Yogurt Griego,Delizia,69.3,16,31/01/2019,605,70.9,Online,292,59.76,Sin Descuento,21/07/2022,13/08/2022
Cliente 2580,28/11/2019,Jugo,Delizia,85,11,14/11/2019,517,88,Online,81,55.69,2x1,15/01/2021,02/02/2021
Cliente 2581,17/08/2021,Yogurt Griego,Delizia,13.9,15,21/07/2021,258,16.1,Agencia,36,34.96,Sin Descuento,04/09/2018,25/11/2021
Cliente 2582,20/12/2020,Mermelada,Pairumani,11.9,34,26/10/2020,29,9.5,Supermercado,303,66.11,2x1,10/01/2019,11/08/2019
Cliente 2583,07/10/2021,Gelatina,Pairumani,38.1,132,17/09/2021,142,38.4,Agencia,133,52.06,Descuento Porcentual,04/12/2020,19/05/2022
Cliente 2584,12/08/2022,Yogurt,Pairumani,24.7,29,30/06/2022,86,27.7,Agencia,494,29.24,2x1,11/11/2022,27/11/2022
Cliente 2585,07/01/2020,Yogurt,Delizia,17.8,22,30/11/2019,4,22,Agencia,99,49.55,2x1,17/05/2021,29/07/2021
Cliente 2586,20/08/2020,Queso,Delizia,69.3,42,27/07/2020,324,69,Agencia,16,47.92,2x1,04/03/2021,29/03/2021
Cliente 2587,11/04/2021,Yogurt,Delizia,19.1,28,01/03/2021,74,21.9,Agencia,11,91.08,Sin Descuento,30/11/2019,04/05/2020
Cliente 2588,09/11/2019,Yogurt Griego,Nestle,87,17,03/10/2019,46,86.5,Online,213,25.38,Descuento Porcentual,17/06/2022,25/06/2022
Cliente 2589,08/03/2020,Mermelada,Nestle,39.4,26,21/01/2020,361,36.4,Supermercado,362,97.76,Descuento Porcentual,30/05/2022,27/06/2022
Cliente 2590,17/05/2020,Mantequilla,Pairumani,57.8,10,11/04/2020,6,54.4,Online,44,23.78,Sin Descuento,19/12/2019,20/12/2019
Cliente 2591,16/02/2020,Mermelada,Pairumani,80.3,25,22/01/2020,3,77.2,Supermercado,63,95.39,Descuento Porcentual,07/12/2022,09/12/2022
Cliente 2592,25/07/2022,Leche,Pairumani,45.8,2,11/06/2022,171,50.5,Online,131,96.76,Descuento Porcentual,18/01/2022,19/01/2022
Cliente 2593,12/11/2022,Jugo,Nestle,92.3,10,04/11/2022,309,94.4,Supermercado,573,39.82,Descuento Porcentual,15/02/2019,07/11/2020
Cliente 2594,01/10/2020,Yogurt,Delizia,23.2,25,07/09/2020,175,24.8,Agencia,388,15.72,Descuento Porcentual,29/05/2021,28/05/2022
Cliente 2595,04/12/2022,Yogurt Griego,Pairumani,15.7,16,30/10/2022,351,14.2,Agencia,512,88.61,Sin Descuento,20/04/2020,28/04/2020
Cliente 2596,04/04/2022,Crema de Lecha,Delizia,34,5,03/04/2022,471,34.6,Supermercado,203,52.3,Descuento Porcentual,07/05/2021,31/05/2021
Cliente 2597,12/06/2021,Yogurt,Delizia,52.2,23,28/05/2021,80,49.6,Supermercado,498,85.05,Descuento Porcentual,17/01/2020,17/08/2021
Cliente 2598,04/09/2022,Jugo,Delizia,28.6,7,25/07/2022,178,26.3,Agencia,697,43.36,Sin Descuento,07/05/2022,01/06/2022
Cliente 2599,12/11/2022,Mermelada,Delizia,57.9,33,20/10/2022,62,56.8,Online,22,10.94,2x1,24/04/2019,17/05/2019
Cliente 2600,19/07/2019,Queso,Purita,34.4,39,06/06/2019,59,35.3,Supermercado,702,58.77,2x1,04/09/2020,29/06/2022
Cliente 2601,02/02/2021,Crema de Lecha,Pairumani,52.5,6,18/01/2021,230,48.7,Online,548,12.54,2x1,20/07/2021,18/08/2021
Cliente 2602,08/12/2021,Yogurt,Pairumani,62.6,28,13/11/2021,541,61.1,Online,402,60.48,Sin Descuento,16/10/2020,05/04/2022
Cliente 2603,04/02/2022,Yogurt Griego,Delizia,18.6,14,22/12/2021,142,16.7,Agencia,208,84.25,Sin Descuento,21/02/2019,24/07/2019
Cliente 2604,16/12/2022,Jugo,Pairumani,30,9,08/11/2022,73,34,Supermercado,371,87.15,Descuento Porcentual,08/09/2021,13/10/2021
Cliente 2605,04/11/2020,Gelatina,Delizia,57.8,125,11/09/2020,8,56.5,Supermercado,441,19.15,Descuento Porcentual,19/12/2022,08/01/2023
Cliente 2606,03/10/2021,Leche,Pairumani,17,22,09/09/2021,162,16.8,Online,2,89.6,2x1,06/11/2020,01/09/2022
Cliente 2607,13/08/2022,Mantequilla,Pairumani,89.6,13,23/06/2022,47,93.6,Online,211,30.12,Sin Descuento,18/12/2021,22/12/2021
Cliente 2608,09/03/2019,Helado,Pairumani,34.3,25,10/01/2019,270,30.6,Online,369,67.91,Sin Descuento,19/06/2020,28/12/2020
Cliente 2609,24/05/2021,Jugo,Delizia,31,12,28/03/2021,479,28.4,Agencia,224,74.79,2x1,25/06/2022,10/10/2022
Cliente 2610,11/11/2022,Leche,Delizia,30.9,2,26/09/2022,118,27.7,Agencia,332,24.77,Sin Descuento,14/08/2020,24/08/2020
Cliente 2611,02/12/2021,Mantequilla,Delizia,78,8,25/11/2021,418,78.7,Supermercado,150,88.19,Descuento Porcentual,20/04/2022,19/05/2022
Cliente 2612,19/02/2022,Yogurt,Pairumani,22.2,27,13/01/2022,10,19.5,Agencia,37,42.55,Sin Descuento,06/01/2019,11/02/2020
Cliente 2613,15/11/2021,Yogurt Griego,Nestle,23.4,18,09/10/2021,46,26.9,Agencia,771,53.09,2x1,05/02/2022,21/02/2022
Cliente 2614,13/07/2019,Yogurt,Pairumani,37.2,23,01/06/2019,16,41.7,Supermercado,932,87.99,Descuento Porcentual,18/12/2022,13/01/2023
Cliente 2615,20/01/2022,Mantequilla,Delizia,53.1,12,30/12/2021,171,48.5,Supermercado,361,76.29,2x1,15/10/2021,28/10/2021
Cliente 2616,01/05/2020,Queso,Pairumani,41.9,73,27/04/2020,67,41.1,Supermercado,160,58.88,Sin Descuento,28/06/2018,22/02/2019
Cliente 2617,26/03/2021,Gelatina,Delizia,26.2,131,09/02/2021,80,27,Agencia,412,85.41,Sin Descuento,26/09/2019,02/10/2019
Cliente 2618,23/10/2020,Helado,Delizia,36.6,26,30/08/2020,58,35.9,Online,9,56.33,Descuento Porcentual,10/12/2019,20/08/2020
Cliente 2619,26/07/2022,Yogurt Griego,Delizia,96.8,12,20/07/2022,17,92.3,Online,49,36.94,Sin Descuento,15/01/2020,17/01/2022
Cliente 2620,26/12/2021,Jugo,Delizia,92.8,9,30/11/2021,75,92.1,Supermercado,838,82.14,Sin Descuento,18/12/2018,02/01/2019
Cliente 2621,26/04/2021,Jugo,Delizia,14.5,11,11/04/2021,6,15.1,Online,1,85.27,Sin Descuento,06/08/2018,02/09/2021
Cliente 2622,21/11/2021,Mantequilla,Delizia,31.1,7,13/11/2021,85,30.4,Agencia,367,55.82,2x1,12/10/2021,21/12/2022
Cliente 2623,19/04/2019,Helado,Delizia,66.6,28,27/03/2019,384,69.7,Supermercado,117,48.28,Sin Descuento,03/01/2021,15/01/2021
Cliente 2624,10/05/2022,Yogurt,Delizia,90.6,26,30/03/2022,173,86.2,Online,602,66.02,Descuento Porcentual,08/06/2020,04/07/2020
Cliente 2625,19/11/2021,Mermelada,Delizia,69.8,36,15/11/2021,48,69.7,Online,18,39.96,2x1,14/10/2022,30/10/2022
Cliente 2626,17/08/2019,Jugo,Pairumani,88.3,10,22/06/2019,684,88.7,Online,73,60.1,Sin Descuento,22/09/2020,17/06/2022
Cliente 2627,03/07/2020,Mantequilla,Delizia,39.3,7,23/05/2020,435,38.5,Online,123,16.98,2x1,25/02/2020,23/05/2022
Cliente 2628,20/06/2020,Yogurt Griego,Nestle,58.9,15,24/04/2020,71,56,Online,16,18.03,Sin Descuento,13/07/2022,14/07/2022
Cliente 2629,09/04/2022,Queso,Norland,11.1,36,25/03/2022,49,14.3,Supermercado,90,86.73,Descuento Porcentual,03/05/2020,31/05/2020
Cliente 2630,26/06/2020,Helado,Delizia,28.1,30,03/06/2020,151,28.1,Agencia,312,48.38,Descuento Porcentual,15/11/2020,29/11/2020
Cliente 2631,08/07/2021,Queso,Pairumani,59.7,59,22/05/2021,137,60.7,Agencia,687,16.22,2x1,11/11/2018,29/09/2019
Cliente 2632,21/02/2019,Gelatina,Delizia,78.2,100,24/12/2018,62,75.6,Supermercado,691,77.74,Descuento Porcentual,13/03/2022,02/04/2022
Cliente 2633,05/12/2021,Jugo,Nestle,97,7,04/11/2021,188,101.4,Agencia,420,39.04,2x1,04/07/2018,25/04/2021
Cliente 2634,01/04/2021,Crema de Lecha,Nestle,41.2,7,26/03/2021,419,43.5,Agencia,54,19.48,Descuento Porcentual,18/08/2019,25/08/2019
Cliente 2635,04/09/2021,Mantequilla,Nestle,31.2,8,13/08/2021,102,27.1,Online,749,12.45,Sin Descuento,16/04/2018,18/10/2019
Cliente 2636,27/11/2022,Queso,Pairumani,79.1,87,24/10/2022,196,83.7,Supermercado,29,19.83,2x1,26/10/2018,11/07/2020
Cliente 2637,14/04/2020,Queso,Pairumani,63.7,59,03/04/2020,405,60.6,Online,554,83.55,2x1,13/02/2019,06/03/2019
Cliente 2638,12/06/2021,Yogurt,Delizia,23.1,22,25/04/2021,313,27.1,Supermercado,266,20.16,2x1,12/05/2022,15/05/2022
Cliente 2639,03/10/2021,Yogurt,Pairumani,10.4,28,24/09/2021,346,13.3,Agencia,601,21.72,Sin Descuento,19/07/2019,23/07/2019
Cliente 2640,22/02/2022,Mantequilla,Nestle,92.1,10,27/12/2021,278,89.1,Supermercado,333,63.9,Descuento Porcentual,05/03/2020,19/03/2020
Cliente 2641,25/12/2022,Gelatina,Delizia,95.1,119,27/10/2022,119,95.5,Online,42,51.57,Sin Descuento,01/10/2022,08/10/2022
Cliente 2642,09/10/2019,Yogurt,Delizia,36.5,24,16/08/2019,343,33.1,Agencia,368,66.3,Sin Descuento,19/05/2022,20/10/2022
Cliente 2643,25/09/2021,Queso,Purita,62.8,60,10/09/2021,427,61.8,Online,86,70.49,Sin Descuento,29/05/2019,15/10/2020
Cliente 2644,13/04/2019,Crema de Lecha,Nestle,40.7,5,19/03/2019,190,45,Online,427,21.39,Descuento Porcentual,22/02/2022,18/03/2022
Cliente 2645,02/02/2020,Yogurt,Pairumani,23.2,22,07/12/2019,158,24.3,Supermercado,67,56.92,Descuento Porcentual,30/09/2020,18/10/2020
Cliente 2646,01/07/2020,Yogurt,Pairumani,14.7,25,14/06/2020,95,10,Supermercado,211,18.38,Sin Descuento,14/11/2019,22/06/2021
Cliente 2647,02/03/2019,Jugo,Delizia,54.3,13,03/02/2019,214,53.9,Online,441,73.7,Descuento Porcentual,26/08/2018,08/06/2020
Cliente 2648,12/04/2022,Yogurt,Pairumani,26.9,27,18/03/2022,253,30.6,Agencia,738,72.12,2x1,05/10/2021,14/10/2021
Cliente 2649,18/04/2021,Yogurt Griego,Delizia,81.5,13,12/03/2021,166,81,Online,742,35.95,2x1,19/05/2018,16/07/2018
Cliente 2650,14/02/2019,Leche,Nestle,89.8,1,14/01/2019,5,89.8,Agencia,23,89.58,Sin Descuento,24/11/2020,22/12/2020
Cliente 2651,06/05/2022,Yogurt,Pairumani,52.1,24,11/04/2022,158,47.5,Supermercado,431,14.23,2x1,07/02/2020,15/02/2020
Cliente 2652,19/01/2021,Mermelada,Pairumani,48,30,29/12/2020,320,43.6,Supermercado,160,68.41,2x1,04/12/2020,25/08/2021
Cliente 2653,03/12/2020,Mantequilla,Pairumani,75,14,26/11/2020,100,72.8,Online,21,84.54,Sin Descuento,02/08/2022,16/08/2022
Cliente 2654,23/06/2019,Mermelada,ILVA,11.6,38,26/05/2019,130,16.5,Online,674,30.62,Descuento Porcentual,03/11/2022,20/11/2022
Cliente 2655,11/02/2020,Leche,Delizia,15.9,26,29/12/2019,27,16.7,Online,73,75.89,Descuento Porcentual,13/09/2021,03/11/2021
Cliente 2656,03/07/2019,Crema de Lecha,Nestle,97.4,7,09/05/2019,37,99.5,Agencia,419,79.64,Sin Descuento,28/04/2022,02/05/2022
Cliente 2657,21/05/2019,Yogurt Griego,Pairumani,28.8,15,14/04/2019,94,30.2,Supermercado,307,59.2,2x1,02/08/2018,09/12/2019
Cliente 2658,13/10/2020,Mermelada,ILVA,85.7,31,19/09/2020,3,85.6,Online,1,88.13,Descuento Porcentual,04/03/2020,17/03/2020
Cliente 2659,17/04/2022,Queso,Norland,25.3,88,22/03/2022,298,29.1,Supermercado,701,25.02,Descuento Porcentual,04/03/2021,26/12/2021
Cliente 2660,18/09/2021,Yogurt Griego,Delizia,32.1,15,15/08/2021,129,27.1,Agencia,90,21.38,Sin Descuento,12/02/2019,12/05/2022
Cliente 2661,06/08/2020,Queso,Delizia,16.4,64,24/06/2020,2,17.1,Online,908,31.44,2x1,21/03/2021,14/06/2022
Cliente 2662,23/07/2019,Gelatina,Delizia,50.9,70,07/07/2019,55,53,Supermercado,528,57.39,2x1,25/09/2022,24/10/2022
Cliente 2663,28/03/2020,Yogurt,Delizia,49.7,29,14/03/2020,385,49.1,Online,122,77.12,2x1,07/06/2019,28/10/2021
Cliente 2664,04/08/2019,Mermelada,Delizia,92.3,32,25/06/2019,521,90.3,Agencia,153,61.44,2x1,01/02/2022,17/02/2022
Cliente 2665,21/05/2019,Yogurt,Delizia,35.4,24,06/04/2019,355,34.4,Agencia,68,66.75,Descuento Porcentual,07/06/2021,10/06/2021
Cliente 2666,25/08/2020,Mermelada,Pairumani,33.6,33,11/07/2020,16,36.6,Supermercado,655,71.53,Sin Descuento,30/12/2021,17/01/2022
Cliente 2667,26/11/2022,Mermelada,ILVA,38.2,35,18/11/2022,814,35.7,Supermercado,17,67.16,Sin Descuento,15/06/2018,14/02/2019
Cliente 2668,17/03/2022,Yogurt,Delizia,39.9,29,14/03/2022,32,43,Agencia,22,79.69,Descuento Porcentual,04/11/2022,11/11/2022
Cliente 2669,28/05/2020,Queso,Purita,16.9,77,29/04/2020,181,19.4,Supermercado,354,35.68,Sin Descuento,12/07/2021,16/07/2021
Cliente 2670,18/08/2020,Jugo,Pairumani,13.1,12,01/07/2020,469,10.9,Agencia,100,16.07,2x1,06/10/2019,22/04/2021
Cliente 2671,04/02/2021,Crema de Lecha,Delizia,92.6,6,18/01/2021,25,87.9,Agencia,7,85.79,Sin Descuento,14/03/2021,08/08/2021
Cliente 2672,22/07/2020,Leche,Delizia,48.1,29,12/06/2020,520,51.5,Agencia,138,59.62,2x1,26/10/2019,30/09/2021
Cliente 2673,13/07/2020,Jugo,Delizia,23.4,8,17/05/2020,143,21.8,Online,320,40.89,2x1,23/11/2021,20/02/2022
Cliente 2674,25/08/2020,Mermelada,Delizia,38.1,28,21/07/2020,50,38.4,Supermercado,119,16.11,Sin Descuento,01/08/2022,20/08/2022
Cliente 2675,17/11/2021,Yogurt,Delizia,64.4,26,01/10/2021,174,68.5,Online,195,72.15,2x1,26/03/2018,07/01/2022
Cliente 2676,11/05/2019,Yogurt,Pairumani,87.1,27,06/05/2019,377,84.6,Online,414,80.02,Sin Descuento,15/11/2018,18/11/2018
Cliente 2677,14/09/2020,Yogurt Griego,Delizia,32.1,13,31/08/2020,36,32.7,Supermercado,518,31.09,Descuento Porcentual,12/05/2021,24/05/2021
Cliente 2678,28/06/2021,Leche,Delizia,57.4,2,11/06/2021,49,59.3,Supermercado,27,57.93,Sin Descuento,24/08/2020,01/04/2022
Cliente 2679,27/09/2019,Gelatina,Delizia,90.4,132,20/09/2019,219,90.5,Agencia,713,42.58,2x1,01/10/2018,12/11/2020
Cliente 2680,01/06/2022,Queso,Purita,75.1,38,11/04/2022,134,78.2,Supermercado,300,52.57,2x1,09/05/2021,02/11/2021
Cliente 2681,11/04/2022,Mermelada,Pairumani,86.2,28,29/03/2022,86,89.8,Agencia,146,25.17,Descuento Porcentual,22/10/2019,15/07/2022
Cliente 2682,17/02/2019,Mantequilla,Delizia,32.6,8,14/01/2019,18,28.2,Online,17,57.41,Sin Descuento,20/05/2021,28/02/2022
Cliente 2683,25/02/2019,Mantequilla,Delizia,84.5,7,14/01/2019,569,87.4,Supermercado,360,17,Descuento Porcentual,11/12/2022,16/12/2022
Cliente 2684,01/04/2019,Yogurt Griego,Delizia,78.7,16,24/02/2019,144,75.6,Online,302,79.92,2x1,28/10/2022,03/11/2022
Cliente 2685,22/12/2019,Jugo,Delizia,65.2,13,27/10/2019,49,64.3,Online,44,74.43,Descuento Porcentual,05/01/2020,07/01/2020
Cliente 2686,05/08/2019,Jugo,Delizia,91,8,19/06/2019,281,90.2,Supermercado,152,67.13,Sin Descuento,15/11/2018,21/09/2021
Cliente 2687,11/06/2020,Crema de Lecha,Pairumani,96,7,08/05/2020,604,96.9,Supermercado,239,24.72,2x1,31/08/2021,30/09/2021
Cliente 2688,24/05/2022,Leche,Delizia,30.1,25,11/04/2022,19,26.6,Agencia,375,17.12,Sin Descuento,21/02/2019,28/09/2021
Cliente 2689,05/01/2021,Crema de Lecha,Delizia,95,6,23/12/2020,238,92.8,Agencia,570,67.28,Sin Descuento,17/07/2018,21/08/2021
Cliente 2690,25/12/2021,Gelatina,Nestle,63.3,127,29/10/2021,197,59.9,Agencia,584,12.9,Descuento Porcentual,03/04/2018,02/05/2020
Cliente 2691,02/08/2022,Helado,Delizia,80.3,22,12/06/2022,17,80.1,Agencia,649,93.01,Descuento Porcentual,15/11/2022,11/12/2022
Cliente 2692,23/04/2020,Queso,Pairumani,31.4,68,09/04/2020,276,33.9,Online,392,30.92,Sin Descuento,21/06/2022,02/07/2022
Cliente 2693,23/11/2020,Yogurt Griego,Delizia,74.6,12,22/11/2020,561,70.4,Supermercado,338,30.41,Descuento Porcentual,11/09/2021,15/01/2022
Cliente 2694,15/12/2021,Yogurt,Pairumani,98,28,14/12/2021,100,94.1,Supermercado,374,78.19,Descuento Porcentual,20/12/2021,26/02/2022
Cliente 2695,12/06/2022,Yogurt Griego,Nestle,12.2,16,17/05/2022,49,14.2,Supermercado,570,15.42,2x1,06/11/2021,22/07/2022
Cliente 2696,28/03/2019,Yogurt,Delizia,83,24,16/02/2019,97,86.4,Supermercado,175,14.16,Sin Descuento,23/11/2019,12/12/2019
Cliente 2697,26/09/2022,Helado,Delizia,67,24,05/09/2022,335,67.8,Online,654,61.58,2x1,22/04/2019,23/04/2019
Cliente 2698,27/12/2020,Mantequilla,Pairumani,12.9,7,25/12/2020,1,16.3,Agencia,10,55.25,Descuento Porcentual,26/07/2019,23/08/2021
Cliente 2699,28/12/2022,Gelatina,Delizia,93.6,130,16/12/2022,261,90.3,Online,90,29.43,2x1,07/12/2021,24/06/2022
Cliente 2700,01/10/2020,Leche,Delizia,16.6,21,24/08/2020,369,21.1,Supermercado,16,13.88,Descuento Porcentual,04/04/2021,12/04/2021
Cliente 2701,25/01/2019,Jugo,Pairumani,54.3,14,28/11/2018,490,54.2,Agencia,481,21.88,Sin Descuento,19/08/2018,20/12/2020
Cliente 2702,03/03/2022,Helado,Delizia,98.3,21,16/02/2022,45,98.4,Agencia,395,59.34,Sin Descuento,25/05/2018,18/04/2019
Cliente 2703,15/06/2022,Gelatina,Nestle,61.3,114,30/05/2022,486,58.5,Agencia,368,83.01,2x1,21/04/2018,17/10/2021
Cliente 2704,12/02/2020,Jugo,Delizia,39.4,14,19/01/2020,21,37.5,Agencia,237,89.04,2x1,10/08/2018,21/12/2018
Cliente 2705,24/08/2022,Mermelada,Delizia,49.6,33,18/07/2022,177,51.3,Agencia,184,65.68,Sin Descuento,17/06/2020,28/07/2021
Cliente 2706,07/12/2019,Leche,Delizia,45.1,2,06/11/2019,11,48.2,Supermercado,68,52.76,Sin Descuento,24/08/2018,26/03/2020
Cliente 2707,25/04/2019,Queso,Pairumani,42.9,79,20/04/2019,41,44.8,Online,341,43.75,Descuento Porcentual,13/01/2018,28/01/2018
Cliente 2708,27/02/2021,Yogurt,Pairumani,47.2,30,02/02/2021,36,46.4,Supermercado,83,86.4,Sin Descuento,03/05/2021,10/11/2022
Cliente 2709,11/12/2019,Queso,Norland,80.3,86,14/11/2019,29,84.5,Agencia,962,29.12,Sin Descuento,24/08/2021,26/08/2021
Cliente 2710,22/03/2020,Gelatina,Delizia,58.3,150,30/01/2020,628,53.5,Agencia,248,39.58,Sin Descuento,02/02/2020,07/06/2021
Cliente 2711,28/11/2022,Queso,Norland,54.4,78,15/11/2022,211,54.7,Agencia,151,88.63,2x1,14/08/2021,08/10/2021
Cliente 2712,22/02/2022,Queso,Norland,93.6,71,19/01/2022,250,95.1,Supermercado,591,21.84,Sin Descuento,01/06/2020,22/06/2020
Cliente 2713,19/07/2019,Leche,Delizia,94.2,1,19/06/2019,176,98,Agencia,585,33.9,Sin Descuento,25/04/2020,07/07/2022
Cliente 2714,05/05/2021,Helado,Delizia,98.9,26,12/04/2021,131,99.7,Agencia,33,74.88,Descuento Porcentual,08/08/2019,07/09/2019
Cliente 2715,17/05/2019,Leche,Delizia,43.1,24,23/03/2019,51,45.9,Online,797,77.69,2x1,26/05/2020,11/03/2022
Cliente 2716,08/07/2021,Mermelada,Pairumani,64.3,37,04/07/2021,55,63.5,Agencia,167,95.62,Sin Descuento,10/07/2018,08/06/2021
Cliente 2717,05/03/2020,Mermelada,ILVA,43.6,39,21/01/2020,341,45.9,Online,101,16.81,Sin Descuento,23/06/2018,20/08/2022
Cliente 2718,27/06/2020,Helado,Pairumani,42.3,30,19/06/2020,65,45.3,Supermercado,632,24.82,Sin Descuento,19/07/2022,24/07/2022
Cliente 2719,23/08/2019,Jugo,Delizia,37.6,13,29/06/2019,283,39.2,Supermercado,172,70.8,2x1,14/06/2022,14/07/2022
Cliente 2720,16/05/2019,Yogurt Griego,Delizia,38.6,12,06/05/2019,194,35.2,Supermercado,250,50.58,Descuento Porcentual,30/12/2022,22/01/2023
Cliente 2721,24/03/2021,Yogurt Griego,Delizia,19.1,17,22/02/2021,189,17.2,Online,287,93.17,Descuento Porcentual,28/01/2020,25/08/2021
Cliente 2722,09/02/2019,Yogurt Griego,Nestle,11.5,17,11/12/2018,272,15.9,Supermercado,444,75.43,Descuento Porcentual,01/12/2021,05/12/2021
Cliente 2723,23/10/2022,Leche,Delizia,30.7,25,09/10/2022,39,35.2,Online,11,91.51,Sin Descuento,01/01/2018,25/06/2021
